时间	设备名称	Bx*	By*	Bz*	B	角度	Bx	By	Bz
 15:51:57.997	COM10_9600_00	1.586	-0.702	-0.026	1.73	-24.4	-0.702	0.026	1.586
 15:51:58.149	COM10_9600_00	1.69	-0.767	0	1.86	-25.8	-0.767	0	1.69
 15:51:58.301	COM10_9600_00	1.703	-0.793	0	1.88	-25.1	-0.793	0	1.703
 15:51:58.453	COM10_9600_00	1.768	-1.001	0.078	2.03	-30.4	-1.001	-0.078	1.768
 15:51:58.605	COM10_9600_00	1.833	-1.066	-0.013	2.12	-31	-1.066	0.013	1.833
 15:51:58.757	COM10_9600_00	1.872	-1.196	0.078	2.22	-33.1	-1.196	-0.078	1.872
 15:51:58.909	COM10_9600_00	1.898	-1.326	0.091	2.32	-35.3	-1.326	-0.091	1.898
 15:51:59.060	COM10_9600_00	1.924	-1.43	0.065	2.4	-36.9	-1.43	-0.065	1.924
 15:51:59.212	COM10_9600_00	1.846	-1.469	0.117	2.36	-37.3	-1.469	-0.117	1.846
 15:51:59.364	COM10_9600_00	1.937	-1.456	0.13	2.43	-38.2	-1.456	-0.13	1.937
 15:51:59.515	COM10_9600_00	1.924	-1.391	0.117	2.38	-35.6	-1.391	-0.117	1.924
 15:51:59.667	COM10_9600_00	1.911	-1.469	0.091	2.41	-37.3	-1.469	-0.091	1.911
 15:51:59.818	COM10_9600_00	1.885	-1.443	0.182	2.38	-37	-1.443	-0.182	1.885
 15:51:59.970	COM10_9600_00	1.898	-1.482	0.091	2.41	-38.1	-1.482	-0.091	1.898
 15:52:00.121	COM10_9600_00	1.911	-1.456	0.13	2.41	-37.4	-1.456	-0.13	1.911
 15:52:00.273	COM10_9600_00	1.911	-1.456	0.091	2.4	-37.3	-1.456	-0.091	1.911
 15:52:00.425	COM10_9600_00	1.898	-1.443	0.052	2.38	-37	-1.443	-0.052	1.898
 15:52:00.576	COM10_9600_00	1.885	-1.508	0.117	2.42	-38.4	-1.508	-0.117	1.885
 15:52:00.728	COM10_9600_00	1.937	-1.469	0.13	2.43	-37.9	-1.469	-0.13	1.937
 15:52:00.880	COM10_9600_00	1.924	-1.456	0.091	2.41	-36.9	-1.456	-0.091	1.924
 15:52:01.031	COM10_9600_00	1.872	-1.521	0.13	2.42	-38.3	-1.521	-0.13	1.872
 15:52:01.183	COM10_9600_00	1.872	-1.417	0.104	2.35	-37.1	-1.417	-0.104	1.872
 15:52:01.334	COM10_9600_00	1.898	-1.495	0.156	2.42	-38.6	-1.495	-0.156	1.898
 15:52:01.486	COM10_9600_00	1.911	-1.495	0.13	2.43	-38.2	-1.495	-0.13	1.911
 15:52:01.637	COM10_9600_00	1.872	-1.456	0.13	2.38	-37.3	-1.456	-0.13	1.872
 15:52:01.789	COM10_9600_00	1.898	-1.391	0.117	2.36	-36.6	-1.391	-0.117	1.898
 15:52:01.941	COM10_9600_00	1.872	-1.443	0.13	2.37	-37.2	-1.443	-0.13	1.872
 15:52:02.092	COM10_9600_00	1.911	-1.495	0.117	2.43	-38.6	-1.495	-0.117	1.911
 15:52:02.244	COM10_9600_00	1.963	-1.469	0.091	2.45	-37.5	-1.469	-0.091	1.963
 15:52:02.396	COM10_9600_00	1.911	-1.443	0.13	2.4	-36.3	-1.443	-0.13	1.911
 15:52:02.548	COM10_9600_00	1.807	-1.456	0.117	2.32	-37.3	-1.456	-0.117	1.807
 15:52:02.700	COM10_9600_00	1.911	-1.456	0.104	2.4	-38.8	-1.456	-0.104	1.911
 15:52:02.852	COM10_9600_00	1.911	-1.469	0.13	2.41	-37.5	-1.469	-0.13	1.911
 15:52:03.004	COM10_9600_00	1.898	-1.482	0.091	2.41	-37.7	-1.482	-0.091	1.898
 15:52:03.156	COM10_9600_00	1.885	-1.495	0.13	2.41	-38.2	-1.495	-0.13	1.885
 15:52:03.307	COM10_9600_00	1.924	-1.417	0.091	2.39	-36.9	-1.417	-0.091	1.924
 15:52:03.459	COM10_9600_00	1.911	-1.508	0.143	2.44	-38	-1.508	-0.143	1.911
 15:52:03.610	COM10_9600_00	1.937	-1.443	0.13	2.42	-37	-1.443	-0.13	1.937
 15:52:03.762	COM10_9600_00	1.937	-1.417	0.143	2.4	-36.1	-1.417	-0.143	1.937
 15:52:03.913	COM10_9600_00	1.924	-1.378	0.117	2.37	-35.4	-1.378	-0.117	1.924
 15:52:04.065	COM10_9600_00	1.911	-1.43	0.117	2.39	-36.6	-1.43	-0.117	1.911
 15:52:04.217	COM10_9600_00	1.755	-1.456	0.078	2.28	-37.3	-1.456	-0.078	1.755
 15:52:04.368	COM10_9600_00	1.768	-1.521	0.091	2.33	-40.9	-1.521	-0.091	1.768
 15:52:04.520	COM10_9600_00	1.755	-1.534	0.039	2.33	-40.9	-1.534	-0.039	1.755
 15:52:04.673	COM10_9600_00	1.729	-1.599	0.026	2.36	-42.3	-1.599	-0.026	1.729
 15:52:04.825	COM10_9600_00	1.69	-1.56	-0.039	2.3	-42	-1.56	0.039	1.69
 15:52:04.977	COM10_9600_00	1.625	-1.612	-0.039	2.29	-43.6	-1.612	0.039	1.625
 15:52:05.128	COM10_9600_00	1.638	-1.638	-0.052	2.32	-45.2	-1.638	0.052	1.638
 15:52:05.280	COM10_9600_00	1.586	-1.664	-0.091	2.3	-45.4	-1.664	0.091	1.586
 15:52:05.432	COM10_9600_00	1.521	-1.599	-0.091	2.21	-45.2	-1.599	0.091	1.521
 15:52:05.585	COM10_9600_00	1.482	-1.729	-0.117	2.28	-48.6	-1.729	0.117	1.482
 15:52:05.737	COM10_9600_00	1.417	-1.703	-0.156	2.22	-48.9	-1.703	0.156	1.417
 15:52:05.888	COM10_9600_00	1.43	-1.716	-0.143	2.24	-50.4	-1.716	0.143	1.43
 15:52:06.040	COM10_9600_00	1.417	-1.69	-0.208	2.22	-49.7	-1.69	0.208	1.417
 15:52:06.191	COM10_9600_00	1.339	-1.729	-0.195	2.2	-50.6	-1.729	0.195	1.339
 15:52:06.343	COM10_9600_00	1.326	-1.755	-0.208	2.21	-52.6	-1.755	0.208	1.326
 15:52:06.495	COM10_9600_00	1.313	-1.755	-0.312	2.21	-52.9	-1.755	0.312	1.313
 15:52:06.648	COM10_9600_00	1.326	-1.768	-0.273	2.23	-53.4	-1.768	0.273	1.326
 15:52:06.800	COM10_9600_00	1.235	-1.768	-0.312	2.18	-53.1	-1.768	0.312	1.235
 15:52:06.952	COM10_9600_00	1.209	-1.755	-0.286	2.15	-54.8	-1.755	0.286	1.209
 15:52:07.103	COM10_9600_00	1.183	-1.781	-0.325	2.16	-55.8	-1.781	0.325	1.183
 15:52:07.255	COM10_9600_00	1.131	-1.807	-0.312	2.15	-56.7	-1.807	0.312	1.131
 15:52:07.406	COM10_9600_00	1.183	-1.794	-0.351	2.18	-57.7	-1.794	0.351	1.183
 15:52:07.558	COM10_9600_00	1.157	-1.794	-0.416	2.17	-56.5	-1.794	0.416	1.157
 15:52:07.710	COM10_9600_00	1.118	-1.755	-0.377	2.11	-56.6	-1.755	0.377	1.118
 15:52:07.861	COM10_9600_00	1.066	-1.794	-0.416	2.13	-58	-1.794	0.416	1.066
 15:52:08.014	COM10_9600_00	1.053	-1.781	-0.455	2.12	-59	-1.781	0.455	1.053
 15:52:08.169	COM10_9600_00	1.027	-1.781	-0.468	2.11	-59.4	-1.781	0.468	1.027
 15:52:08.322	COM10_9600_00	1.027	-1.781	-0.403	2.1	-60	-1.781	0.403	1.027
 15:52:08.474	COM10_9600_00	1.014	-1.82	-0.494	2.14	-60.5	-1.82	0.494	1.014
 15:52:08.625	COM10_9600_00	1.053	-1.781	-0.494	2.13	-60.3	-1.781	0.494	1.053
 15:52:08.777	COM10_9600_00	1.04	-1.807	-0.507	2.15	-59.7	-1.807	0.507	1.04
 15:52:08.929	COM10_9600_00	0.975	-1.755	-0.546	2.08	-59.3	-1.755	0.546	0.975
 15:52:09.081	COM10_9600_00	1.001	-1.794	-0.481	2.11	-61.4	-1.794	0.481	1.001
 15:52:09.232	COM10_9600_00	1.014	-1.768	-0.52	2.1	-60.4	-1.768	0.52	1.014
 15:52:09.384	COM10_9600_00	0.988	-1.755	-0.507	2.08	-59.9	-1.755	0.507	0.988
 15:52:09.535	COM10_9600_00	0.988	-1.794	-0.52	2.11	-61.1	-1.794	0.52	0.988
 15:52:09.687	COM10_9600_00	1.001	-1.729	-0.533	2.07	-60.2	-1.729	0.533	1.001
 15:52:09.839	COM10_9600_00	0.988	-1.768	-0.494	2.08	-60.4	-1.768	0.494	0.988
 15:52:09.991	COM10_9600_00	1.001	-1.807	-0.494	2.12	-61.3	-1.807	0.494	1.001
 15:52:10.143	COM10_9600_00	0.975	-1.716	-0.546	2.05	-59.7	-1.716	0.546	0.975
 15:52:10.295	COM10_9600_00	0.975	-1.716	-0.52	2.04	-60.3	-1.716	0.52	0.975
 15:52:10.447	COM10_9600_00	0.962	-1.794	-0.52	2.1	-61.4	-1.794	0.52	0.962
 15:52:10.599	COM10_9600_00	1.001	-1.768	-0.52	2.1	-61.4	-1.768	0.52	1.001
 15:52:10.751	COM10_9600_00	1.001	-1.742	-0.52	2.08	-60.1	-1.742	0.52	1.001
 15:52:10.903	COM10_9600_00	0.962	-1.781	-0.481	2.08	-60.6	-1.781	0.481	0.962
 15:52:11.055	COM10_9600_00	0.962	-1.781	-0.494	2.08	-61.6	-1.781	0.494	0.962
 15:52:11.207	COM10_9600_00	0.988	-1.768	-0.546	2.1	-61.4	-1.768	0.546	0.988
 15:52:11.359	COM10_9600_00	1.001	-1.755	-0.494	2.08	-60.6	-1.755	0.494	1.001
 15:52:11.511	COM10_9600_00	1.001	-1.755	-0.52	2.09	-60.3	-1.755	0.52	1.001
 15:52:11.663	COM10_9600_00	1.014	-1.742	-0.481	2.07	-60.1	-1.742	0.481	1.014
 15:52:11.815	COM10_9600_00	0.949	-1.781	-0.546	2.09	-60.3	-1.781	0.546	0.949
 15:52:11.967	COM10_9600_00	0.975	-1.768	-0.52	2.08	-61.7	-1.768	0.52	0.975
 15:52:12.119	COM10_9600_00	0.923	-1.781	-0.494	2.07	-61.3	-1.781	0.494	0.923
 15:52:12.271	COM10_9600_00	0.962	-1.781	-0.507	2.09	-62.6	-1.781	0.507	0.962
 15:52:12.423	COM10_9600_00	1.027	-1.768	-0.52	2.11	-61.4	-1.768	0.52	1.027
 15:52:12.575	COM10_9600_00	1.027	-1.729	-0.52	2.08	-59.2	-1.729	0.52	1.027
 15:52:12.727	COM10_9600_00	0.949	-1.781	-0.533	2.09	-60	-1.781	0.533	0.949
 15:52:12.879	COM10_9600_00	0.975	-1.729	-0.455	2.04	-61.2	-1.729	0.455	0.975
 15:52:13.031	COM10_9600_00	0.988	-1.755	-0.533	2.08	-60.9	-1.755	0.533	0.988
 15:52:13.183	COM10_9600_00	0.988	-1.755	-0.481	2.07	-60.6	-1.755	0.481	0.988
 15:52:13.335	COM10_9600_00	1.001	-1.768	-0.52	2.1	-60.8	-1.768	0.52	1.001
 15:52:13.486	COM10_9600_00	0.975	-1.768	-0.468	2.07	-60.4	-1.768	0.468	0.975
 15:52:13.638	COM10_9600_00	0.949	-1.755	-0.507	2.06	-60.9	-1.755	0.507	0.949
 15:52:13.790	COM10_9600_00	0.936	-1.768	-0.507	2.06	-61.7	-1.768	0.507	0.936
 15:52:13.942	COM10_9600_00	0.988	-1.768	-0.494	2.08	-62.1	-1.768	0.494	0.988
 15:52:14.094	COM10_9600_00	1.014	-1.781	-0.52	2.11	-60.9	-1.781	0.52	1.014
 15:52:14.246	COM10_9600_00	0.949	-1.703	-0.507	2.01	-59.2	-1.703	0.507	0.949
 15:52:14.397	COM10_9600_00	0.949	-1.742	-0.546	2.06	-61.4	-1.742	0.546	0.949
 15:52:14.549	COM10_9600_00	0.936	-1.716	-0.624	2.05	-61	-1.716	0.624	0.936
 15:52:14.701	COM10_9600_00	0.975	-1.703	-0.598	2.05	-61.2	-1.703	0.598	0.975
 15:52:14.853	COM10_9600_00	0.949	-1.69	-0.637	2.04	-60	-1.69	0.637	0.949
 15:52:15.005	COM10_9600_00	0.936	-1.716	-0.598	2.04	-61	-1.716	0.598	0.936
 15:52:15.157	COM10_9600_00	0.936	-1.651	-0.624	2	-60.4	-1.651	0.624	0.936
 15:52:15.309	COM10_9600_00	0.962	-1.625	-0.637	1.99	-60	-1.625	0.637	0.962
 15:52:15.461	COM10_9600_00	0.936	-1.586	-0.65	1.95	-58.7	-1.586	0.65	0.936
 15:52:15.613	COM10_9600_00	0.923	-1.612	-0.689	1.98	-59.8	-1.612	0.689	0.923
 15:52:15.765	COM10_9600_00	0.897	-1.586	-0.637	1.93	-59.8	-1.586	0.637	0.897
 15:52:15.917	COM10_9600_00	0.897	-1.586	-0.663	1.94	-60.5	-1.586	0.663	0.897
 15:52:16.069	COM10_9600_00	0.949	-1.573	-0.689	1.96	-60.3	-1.573	0.689	0.949
 15:52:16.223	COM10_9600_00	0.897	-1.547	-0.715	1.93	-58.4	-1.547	0.715	0.897
 15:52:16.375	COM10_9600_00	0.988	-1.508	-0.741	1.95	-59.2	-1.508	0.741	0.988
 15:52:16.527	COM10_9600_00	0.91	-1.469	-0.702	1.87	-56	-1.469	0.702	0.91
 15:52:16.679	COM10_9600_00	0.936	-1.482	-0.676	1.88	-58.4	-1.482	0.676	0.936
 15:52:16.831	COM10_9600_00	0.949	-1.378	-0.741	1.83	-55.8	-1.378	0.741	0.949
 15:52:16.983	COM10_9600_00	0.949	-1.378	-0.741	1.83	-55.4	-1.378	0.741	0.949
 15:52:17.135	COM10_9600_00	0.962	-1.339	-0.767	1.82	-54.6	-1.339	0.767	0.962
 15:52:17.287	COM10_9600_00	0.91	-1.326	-0.702	1.75	-54	-1.326	0.702	0.91
 15:52:17.439	COM10_9600_00	0.962	-1.287	-0.741	1.77	-54.7	-1.287	0.741	0.962
 15:52:17.591	COM10_9600_00	0.975	-1.235	-0.754	1.74	-52	-1.235	0.754	0.975
 15:52:17.743	COM10_9600_00	1.014	-1.222	-0.78	1.77	-51.4	-1.222	0.78	1.014
 15:52:17.895	COM10_9600_00	1.053	-1.222	-0.819	1.81	-50.3	-1.222	0.819	1.053
 15:52:18.047	COM10_9600_00	1.053	-1.144	-0.754	1.73	-47.3	-1.144	0.754	1.053
 15:52:18.199	COM10_9600_00	1.001	-1.131	-0.832	1.72	-47	-1.131	0.832	1.001
 15:52:18.351	COM10_9600_00	1.066	-1.079	-0.78	1.71	-47.1	-1.079	0.78	1.066
 15:52:18.503	COM10_9600_00	1.079	-1.066	-0.793	1.71	-45	-1.066	0.793	1.079
 15:52:18.655	COM10_9600_00	1.027	-0.975	-0.793	1.62	-42.1	-0.975	0.793	1.027
 15:52:18.807	COM10_9600_00	1.105	-0.949	-0.819	1.67	-42.7	-0.949	0.819	1.105
 15:52:18.959	COM10_9600_00	1.079	-0.975	-0.819	1.67	-41.4	-0.975	0.819	1.079
 15:52:19.110	COM10_9600_00	1.092	-0.949	-0.806	1.66	-41.3	-0.949	0.806	1.092
 15:52:19.262	COM10_9600_00	1.066	-0.923	-0.793	1.62	-40.2	-0.923	0.793	1.066
 15:52:19.414	COM10_9600_00	1.092	-0.949	-0.78	1.64	-41.6	-0.949	0.78	1.092
 15:52:19.565	COM10_9600_00	1.053	-0.949	-0.78	1.62	-40.9	-0.949	0.78	1.053
 15:52:19.717	COM10_9600_00	1.053	-1.001	-0.767	1.64	-43.5	-1.001	0.767	1.053
 15:52:19.869	COM10_9600_00	1.092	-0.975	-0.767	1.65	-42.7	-0.975	0.767	1.092
 15:52:20.021	COM10_9600_00	1.079	-0.923	-0.78	1.62	-40.2	-0.923	0.78	1.079
 15:52:20.173	COM10_9600_00	1.079	-0.962	-0.832	1.67	-41.7	-0.962	0.832	1.079
 15:52:20.325	COM10_9600_00	1.066	-0.962	-0.832	1.66	-41.7	-0.962	0.832	1.066
 15:52:20.478	COM10_9600_00	1.066	-1.001	-0.78	1.66	-43.1	-1.001	0.78	1.066
 15:52:20.630	COM10_9600_00	1.066	-0.91	-0.819	1.62	-40.4	-0.91	0.819	1.066
 15:52:20.782	COM10_9600_00	1.053	-0.988	-0.832	1.67	-42.8	-0.988	0.832	1.053
 15:52:20.934	COM10_9600_00	1.079	-0.949	-0.845	1.67	-42	-0.949	0.845	1.079
 15:52:21.086	COM10_9600_00	1.066	-0.988	-0.78	1.65	-42.4	-0.988	0.78	1.066
 15:52:21.237	COM10_9600_00	1.118	-1.001	-0.806	1.7	-43.1	-1.001	0.806	1.118
 15:52:21.389	COM10_9600_00	1.066	-0.988	-0.819	1.67	-41.4	-0.988	0.819	1.066
 15:52:21.541	COM10_9600_00	1.092	-0.949	-0.78	1.64	-41.6	-0.949	0.78	1.092
 15:52:21.693	COM10_9600_00	1.053	-0.962	-0.806	1.64	-41.3	-0.962	0.806	1.053
 15:52:21.845	COM10_9600_00	1.183	-0.949	-0.78	1.71	-42	-0.949	0.78	1.183
 15:52:21.997	COM10_9600_00	1.079	-0.975	-0.78	1.65	-39.4	-0.975	0.78	1.079
 15:52:22.149	COM10_9600_00	1.079	-0.975	-0.767	1.64	-42.1	-0.975	0.767	1.079
 15:52:22.301	COM10_9600_00	1.053	-0.936	-0.806	1.62	-40.9	-0.936	0.806	1.053
 15:52:22.453	COM10_9600_00	1.092	-0.962	-0.793	1.66	-42.4	-0.962	0.793	1.092
 15:52:22.605	COM10_9600_00	1.066	-0.949	-0.806	1.64	-40.9	-0.949	0.806	1.066
 15:52:22.757	COM10_9600_00	1.014	-1.001	-0.806	1.64	-43.1	-1.001	0.806	1.014
 15:52:22.909	COM10_9600_00	1.118	-0.975	-0.793	1.68	-43.8	-0.975	0.793	1.118
 15:52:23.061	COM10_9600_00	1.053	-0.988	-0.806	1.65	-41.4	-0.988	0.806	1.053
 15:52:23.213	COM10_9600_00	1.105	-0.975	-0.832	1.69	-42.7	-0.975	0.832	1.105
 15:52:23.365	COM10_9600_00	1.066	-0.936	-0.754	1.61	-40.2	-0.936	0.754	1.066
 15:52:23.517	COM10_9600_00	1.04	-1.001	-0.754	1.63	-43.1	-1.001	0.754	1.04
 15:52:23.669	COM10_9600_00	1.092	-0.962	-0.793	1.66	-42.7	-0.962	0.793	1.092
 15:52:23.821	COM10_9600_00	1.04	-0.936	-0.793	1.61	-40.6	-0.936	0.793	1.04
 15:52:23.972	COM10_9600_00	0.975	-0.819	-0.702	1.45	-38.2	-0.819	0.702	0.975
 15:52:24.124	COM10_9600_00	0.936	-0.65	-0.702	1.34	-33.6	-0.65	0.702	0.936
 15:52:24.275	COM10_9600_00	0.845	-0.585	-0.637	1.21	-32	-0.585	0.637	0.845
 15:52:24.427	COM10_9600_00	0.91	-0.52	-0.598	1.21	-31.6	-0.52	0.598	0.91
 15:52:24.579	COM10_9600_00	0.806	-0.39	-0.52	1.04	-23.1	-0.39	0.52	0.806
 15:52:24.730	COM10_9600_00	0.832	-0.416	-0.468	1.04	-27.2	-0.416	0.468	0.832
 15:52:24.882	COM10_9600_00	0.793	-0.273	-0.442	0.95	-18.1	-0.273	0.442	0.793
 15:52:25.033	COM10_9600_00	0.715	-0.221	-0.39	0.84	-15.5	-0.221	0.39	0.715
 15:52:25.185	COM10_9600_00	0.676	-0.104	-0.299	0.75	-8.2	-0.104	0.299	0.676
 15:52:25.336	COM10_9600_00	0.663	-0.091	-0.286	0.73	-7.6	-0.091	0.286	0.663
 15:52:25.486	COM10_9600_00	0.624	0	-0.247	0.67	0	0	0.247	0.624
 15:52:25.641	COM10_9600_00	0.533	0.013	-0.208	0.57	1.1	0.013	0.208	0.533
 15:52:25.794	COM10_9600_00	0.507	0.117	-0.117	0.53	12.3	0.117	0.117	0.507
 15:52:25.945	COM10_9600_00	0.507	0.182	-0.078	0.54	19.7	0.182	0.078	0.507
 15:52:26.097	COM10_9600_00	0.468	0.195	-0.026	0.51	21	0.195	0.026	0.468
 15:52:26.249	COM10_9600_00	0.494	0.26	-0.013	0.56	29	0.26	0.013	0.494
 15:52:26.400	COM10_9600_00	0.442	0.416	0.078	0.61	40.1	0.416	-0.078	0.442
 15:52:26.552	COM10_9600_00	0.429	0.364	0.091	0.57	39.4	0.364	-0.091	0.429
 15:52:26.703	COM10_9600_00	0.351	0.429	0.143	0.57	45	0.429	-0.143	0.351
 15:52:26.855	COM10_9600_00	0.377	0.416	0.182	0.59	49.8	0.416	-0.182	0.377
 15:52:27.007	COM10_9600_00	0.39	0.468	0.299	0.68	51.1	0.468	-0.299	0.39
 15:52:27.159	COM10_9600_00	0.338	0.507	0.312	0.68	52.4	0.507	-0.312	0.338
 15:52:27.311	COM10_9600_00	0.299	0.559	0.338	0.72	58.8	0.559	-0.338	0.299
 15:52:27.463	COM10_9600_00	0.286	0.585	0.442	0.79	62.9	0.585	-0.442	0.286
 15:52:27.615	COM10_9600_00	0.299	0.611	0.455	0.82	64.9	0.611	-0.455	0.299
 15:52:27.767	COM10_9600_00	0.286	0.624	0.481	0.84	64.3	0.624	-0.481	0.286
 15:52:27.919	COM10_9600_00	0.234	0.676	0.559	0.91	67	0.676	-0.559	0.234
 15:52:28.071	COM10_9600_00	0.26	0.65	0.637	0.95	70.2	0.65	-0.637	0.26
 15:52:28.223	COM10_9600_00	0.247	0.624	0.598	0.9	67.3	0.624	-0.598	0.247
 15:52:28.375	COM10_9600_00	0.208	0.702	0.728	1.03	70.6	0.702	-0.728	0.208
 15:52:28.527	COM10_9600_00	0.208	0.65	0.754	1.02	72.2	0.65	-0.754	0.208
 15:52:28.679	COM10_9600_00	0.169	0.702	0.754	1.04	73.4	0.702	-0.754	0.169
 15:52:28.831	COM10_9600_00	0.234	0.65	0.741	1.01	75.4	0.65	-0.741	0.234
 15:52:28.983	COM10_9600_00	0.169	0.663	0.741	1.01	70.5	0.663	-0.741	0.169
 15:52:29.134	COM10_9600_00	0.195	0.624	0.741	0.99	74.8	0.624	-0.741	0.195
 15:52:29.286	COM10_9600_00	0.234	0.637	0.741	1	72.9	0.637	-0.741	0.234
 15:52:29.438	COM10_9600_00	0.221	0.65	0.754	1.02	70.2	0.65	-0.754	0.221
 15:52:29.590	COM10_9600_00	0.208	0.741	0.754	1.08	73.3	0.741	-0.754	0.208
 15:52:29.742	COM10_9600_00	0.221	0.65	0.754	1.02	72.2	0.65	-0.754	0.221
 15:52:29.894	COM10_9600_00	0.26	0.689	0.728	1.04	72.2	0.689	-0.728	0.26
 15:52:30.046	COM10_9600_00	0.182	0.637	0.793	1.03	67.7	0.637	-0.793	0.182
 15:52:30.197	COM10_9600_00	0.234	0.689	0.741	1.04	75.2	0.689	-0.741	0.234
 15:52:30.349	COM10_9600_00	0.221	0.637	0.754	1.01	69.8	0.637	-0.754	0.221
 15:52:30.501	COM10_9600_00	0.182	0.663	0.754	1.02	71.5	0.663	-0.754	0.182
 15:52:30.653	COM10_9600_00	0.195	0.663	0.767	1.03	74.6	0.663	-0.767	0.195
 15:52:30.805	COM10_9600_00	0.208	0.728	0.741	1.06	75	0.728	-0.741	0.208
 15:52:30.956	COM10_9600_00	0.182	0.676	0.754	1.03	72.8	0.676	-0.754	0.182
 15:52:31.108	COM10_9600_00	0.156	0.65	0.767	1.02	74.3	0.65	-0.767	0.156
 15:52:31.260	COM10_9600_00	0.208	0.689	0.741	1.03	77.2	0.689	-0.741	0.208
 15:52:31.411	COM10_9600_00	0.195	0.676	0.728	1.01	72.8	0.676	-0.728	0.195
 15:52:31.563	COM10_9600_00	0.182	0.663	0.728	1	73.6	0.663	-0.728	0.182
 15:52:31.715	COM10_9600_00	0.169	0.637	0.767	1.01	74	0.637	-0.767	0.169
 15:52:31.867	COM10_9600_00	0.247	0.689	0.767	1.06	76.2	0.689	-0.767	0.247
 15:52:32.019	COM10_9600_00	0.169	0.65	0.741	1	69.1	0.65	-0.741	0.169
 15:52:32.170	COM10_9600_00	0.221	0.689	0.702	1.01	76.2	0.689	-0.702	0.221
 15:52:32.322	COM10_9600_00	0.221	0.728	0.689	1.03	73.1	0.728	-0.689	0.221
 15:52:32.474	COM10_9600_00	0.208	0.624	0.741	0.99	70.4	0.624	-0.741	0.208
 15:52:32.626	COM10_9600_00	0.156	0.702	0.819	1.09	73.4	0.702	-0.819	0.156
 15:52:32.777	COM10_9600_00	0.208	0.624	0.767	1.01	75.9	0.624	-0.767	0.208
 15:52:32.929	COM10_9600_00	0.221	0.676	0.702	1	72.8	0.676	-0.702	0.221
 15:52:33.081	COM10_9600_00	0.221	0.65	0.728	1	71.2	0.65	-0.728	0.221
 15:52:33.233	COM10_9600_00	0.169	0.663	0.767	1.03	71.5	0.663	-0.767	0.169
 15:52:33.385	COM10_9600_00	0.247	0.637	0.767	1.03	75.1	0.637	-0.767	0.247
 15:52:33.537	COM10_9600_00	0.195	0.689	0.715	1.01	70.2	0.689	-0.715	0.195
 15:52:33.689	COM10_9600_00	0.208	0.663	0.767	1.03	73.6	0.663	-0.767	0.208
 15:52:33.841	COM10_9600_00	0.195	0.689	0.832	1.1	73.2	0.689	-0.832	0.195
 15:52:33.993	COM10_9600_00	0.247	0.676	0.871	1.13	73.9	0.676	-0.871	0.247
 15:52:34.145	COM10_9600_00	0.182	0.689	0.91	1.16	70.2	0.689	-0.91	0.182
 15:52:34.297	COM10_9600_00	0.208	0.637	0.962	1.17	74	0.637	-0.962	0.208
 15:52:34.449	COM10_9600_00	0.195	0.715	1.066	1.3	73.7	0.715	-1.066	0.195
 15:52:34.601	COM10_9600_00	0.117	0.611	1.027	1.2	72.2	0.611	-1.027	0.117
 15:52:34.752	COM10_9600_00	0.221	0.598	1.131	1.3	78.9	0.598	-1.131	0.221
 15:52:34.903	COM10_9600_00	0.156	0.611	1.144	1.31	70.1	0.611	-1.144	0.156
 15:52:35.055	COM10_9600_00	0.13	0.546	1.235	1.36	74	0.546	-1.235	0.13
 15:52:35.207	COM10_9600_00	0.182	0.572	1.222	1.36	77.1	0.572	-1.222	0.182
 15:52:35.359	COM10_9600_00	0.143	0.507	1.287	1.39	70.2	0.507	-1.287	0.143
 15:52:35.511	COM10_9600_00	0.182	0.455	1.339	1.43	72.5	0.455	-1.339	0.182
 15:52:35.663	COM10_9600_00	0.143	0.442	1.378	1.45	67.6	0.442	-1.378	0.143
 15:52:35.815	COM10_9600_00	0.221	0.377	1.443	1.51	69.2	0.377	-1.443	0.221
 15:52:35.967	COM10_9600_00	0.234	0.403	1.443	1.52	61.2	0.403	-1.443	0.234
 15:52:36.120	COM10_9600_00	0.247	0.338	1.469	1.53	55.3	0.338	-1.469	0.247
 15:52:36.272	COM10_9600_00	0.195	0.286	1.534	1.57	49.1	0.286	-1.534	0.195
 15:52:36.424	COM10_9600_00	0.273	0.221	1.573	1.61	48.5	0.221	-1.573	0.273
 15:52:36.576	COM10_9600_00	0.208	0.208	1.612	1.64	37.3	0.208	-1.612	0.208
 15:52:36.728	COM10_9600_00	0.143	0.104	1.69	1.7	26.5	0.104	-1.69	0.143
 15:52:36.880	COM10_9600_00	0.286	0.104	1.716	1.74	36	0.104	-1.716	0.286
 15:52:37.032	COM10_9600_00	0.299	-0.013	1.742	1.77	-2.6	-0.013	-1.742	0.299
 15:52:37.184	COM10_9600_00	0.273	-0.078	1.82	1.84	-14.6	-0.078	-1.82	0.273
 15:52:37.336	COM10_9600_00	0.299	-0.13	1.833	1.86	-25.4	-0.13	-1.833	0.299
 15:52:37.488	COM10_9600_00	0.286	-0.182	1.885	1.92	-31.3	-0.182	-1.885	0.286
 15:52:37.640	COM10_9600_00	0.39	-0.26	1.911	1.97	-42.2	-0.26	-1.911	0.39
 15:52:37.792	COM10_9600_00	0.377	-0.338	1.924	1.99	-40.9	-0.338	-1.924	0.377
 15:52:37.944	COM10_9600_00	0.416	-0.403	2.002	2.08	-46.9	-0.403	-2.002	0.416
